id,split_type,family,prompt,expected_dsl,expected_code,prediction,manual_score,notes,error_type
code_gen_0132,generalization_time_series,gen_argmax_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量在 38 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(volume, 38))","```dsl_fire
result = neg(ts_argmax(volume, 38))
```","</think>

</think>

```dsl_fire
result = ts_fire

```",,,format_error
code_gen_0479,generalization_time_series_paraphrase,gen_ts_sum_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，31 日 PB 日变化求和测试基本面时间序列结构。最终只需要一个可执行表达式。,"ts_sum(pct_change(pb, 1), 31)","```dsl_fire
result = ts_sum(pct_change(pb, 1), 31)
```","```dsl_fire
result = ts_mean(pct_change(reclose, 1), xs_mean(pct_change(close, 20)))
```",,,execution_error
code_gen_0155,generalization_time_series,gen_argmin_close,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：收盘价在 66 日窗口内低点位置用于描述路径。,"ts_argmin(close, 66)","```dsl_fire
result = ts_argmin(close, 66)
```","```dsl_fire
result = ts_argmaxminimum(pct_change(close, 20), 20)
```",,,execution_error
code_gen_0368,generalization_time_series_paraphrase,gen_argmax_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，成交量在 17 日窗口内高点越靠近当前，信号越新。这个想法需要转换为函数式 DSL。,"neg(ts_argmax(volume, 17))","```dsl_fire
result = neg(ts_argmax(volume, 17))
```","```dsl_fire
result = div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20))
```",,,semantic_mismatch
code_gen_0178,generalization_conditional,gen_conditional_xs_high_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有最高价横截面标准化值为正时，才保留 47 日动量。,"where(gt(div(sub(high, xs_mean(high)), xs_std(high)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(high, xs_mean(high)), xs_std(high)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(pct_change(close, xs_mean(reclose)), gt(div(sub(recip(pb), xs_mean(recip(pb))), xs_std(recip(pb)))), 4.0)), neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market",,,format_error
code_gen_0290,generalization_composition_paraphrase,gen_liquidity_adjusted_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，价格趋势和流动性同时较强时，趋势可信度更高。请保持字段和算子命名规范。,"mul(pct_change(close, 50), log1p(ts_mean(volume, 50)))","```dsl_fire
result = mul(pct_change(close, 50), log1p(ts_mean(volume, 50)))
```","```dsl_fire
result = where(gt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), neg(log1p(ts_mean(volume, 20))), 0.0)
```",,,parse_error
code_gen_0492,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 12 日收盘价收益越高，短期趋势越强。不要使用解释文字。,"pct_change(close, 12)","```dsl_fire
result = pct_change(close, 12)
```","```dsl_fire
result = pct_change(close, 60)

```",,,semantic_mismatch
code_gen_0231,generalization_time_series,gen_ts_prod_turnover,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：19 日成交量变化加一后连乘测试未见时间聚合结构。,"ts_prod(add(1.0, pct_change(volume, 1)), 19)","```dsl_fire
result = ts_prod(add(1.0, pct_change(volume, 1)), 19)
```","</think>




</think>




</think>


```dsl_fire





```",,,format_error
code_gen_0279,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，短期成交量相对 120 日均量越高，放量越明显。最终只需要一个可执行表达式。,"div(ts_mean(volume, 30), ts_mean(volume, 120))","```dsl_fire
result = div(ts_mean(volume, 30), ts_mean(volume, 120))
```","```dsl_fire
result = sub(pct_change(close, 1), log(volume))
```",,,semantic_mismatch
code_gen_0287,generalization_composition_paraphrase,gen_industry_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，行业内估值便宜且 35 日动量较强的股票得分更高。不要使用解释文字。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 35))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 35))
```","```dsl_fire
result = div(sub(pct_change(close, 3), group_mean(pct_change(close, 3), industry)), group_std(pct_change(close, 3), industry))
```",,,semantic_mismatch
code_gen_0574,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 85 日风险调整动量强的股票更有吸引力。最终只需要一个可执行表达式。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 85), ts_std(pct_change(close, 1), 85)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 85), ts_std(pct_change(close, 1), 85)))
```","```dsl_fire
result = div(sub(recipipipipipip(pb), shift(close, 20)), ts_std(close, 20))
```",,,execution_error
code_gen_0187,generalization_conditional,gen_conditional_xs_low_73,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有最低价横截面标准化值为正时，才保留 73 日动量。,"where(gt(div(sub(low, xs_mean(low)), xs_std(low)), 0.0), pct_change(close, 73), 0.0)","```dsl_fire
result = where(gt(div(sub(low, xs_mean(low)), xs_std(low)), 0.0), pct_change(close, 73), 0.0)
```","```dsl_fire
result = where(gt(pct_change(close, 7), xs_mean(recip(pb))), 0.0)
```",,,execution_error
code_gen_0434,generalization_conditional_paraphrase,gen_conditional_xs_volume_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有成交量横截面标准化值为正时，才保留 47 日动量。最终只需要一个可执行表达式。,"where(gt(div(sub(volume, xs_mean(volume)), xs_std(volume)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume)), xs_std(volume)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(pct_change(close, 45), xs_mean(pct_change(close, 45))), div(volume, shift(close, 45), xs_mean(div(volume, 45))), pct_change(close, 45)
```",,,parse_error
code_gen_0334,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 85 日风险调整动量强的股票更有吸引力。最终只需要一个可执行表达式。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 85), ts_std(pct_change(close, 1), 85)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 85), ts_std(pct_change(close, 1), 85)))
```","```dsl_fire
result = div(sub(recipipipipipip(pb), shift(close, 20)), ts_std(close, ts_min(low, 20)), shift(close, 20))
```",,,execution_error
code_gen_0087,generalization_time_series,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：估值便宜程度高于自身 42 日 70% 分位数越多，价值信号越突出。,"sub(recip(pb), ts_quantile(recip(pb), 42, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 42, 0.7))
```","```dsl_fire
result = sub(div(volume, ts_mean(recip(pb), pct_change(close, 3)), neg(log(market_cap)), 45))
```",,,execution_error
code_gen_0531,generalization_composition_paraphrase,gen_industry_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，行业内估值便宜且 50 日动量较强的股票得分更高。注意窗口、方向和字段选择。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 50))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 50))
```","```dsl_fire
result = sub(ts_mean(pct_change(close, 20), 20)), sub(pct_change(close, 20), xs_mean(pct_change(close, 20)))
```",,,execution_error
code_gen_0238,generalization_time_series,gen_ts_prod_turnover,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：31 日成交量变化加一后连乘测试未见时间聚合结构。,"ts_prod(add(1.0, pct_change(volume, 1)), 31)","```dsl_fire
result = ts_prod(add(1.0, pct_change(volume, 1)), 31)
```","</think>




```dsl_fire



```",,,format_error
code_gen_0383,generalization_time_series_paraphrase,gen_argmin_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，成交量加权平均价在 38 日窗口内低点位置用于描述路径。这个想法需要转换为函数式 DSL。,"ts_argmin(vwap, 38)","```dsl_fire
result = ts_argmin(vwap, 38)
```","```dsl_fire
result = div(sub(vwap, 3), shift(vwap, 3)), ts_l_fire
```",,,execution_error
code_gen_0534,generalization_composition_paraphrase,gen_liquidity_adjusted_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，价格趋势和流动性同时较强时，趋势可信度更高。最终只需要一个可执行表达式。,"mul(pct_change(close, 75), log1p(ts_mean(volume, 75)))","```dsl_fire
result = mul(pct_change(close, 75), log1p(ts_mean(volume, 75)))
```","</think>


```dsl_fire





```",,,format_error
code_gen_0117,generalization_time_series,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：总市值在 11 日窗口内低点位置用于描述路径。,"ts_argmin(market_cap, 11)","```dsl_fire
result = ts_argmin(market_cap, 11)
```","```dsl_fire
result = div(sub(market_cap), group_mean(market_cap, 20), industry)), shift(market_cap, shift(market_cap, 20)), 20)
```",,,parse_error
code_gen_0220,generalization_conditional,gen_logic_value_size_or,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：估值或小市值任一强于市场时保留价值规模组合。,"where(logical_or(gt(recip(pb), xs_mean(recip(pb))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), add(recip(pb), neg(log(market_cap))), 0.0)","```dsl_fire
result = where(logical_or(gt(recip(pb), xs_mean(recip(pb))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), add(recip(pb), neg(log(market_cap))), 0.0)
```","</think>


</think>

```dsl_fire



```dsl_fire


```",,,format_error
code_gen_0452,generalization_cross_section_paraphrase,gen_xs_quantile_market_cap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，总市值相对横截面 75% 分位数的偏离用于测试未见分位结构。不要使用解释文字。,"sub(market_cap, xs_quantile(market_cap, 0.75))","```dsl_fire
result = sub(market_cap, xs_quantile(market_cap, 0.75))
```","```dsl_fire
result = sub(market_cap, shift(market_cap, xs_quantile(market_cap, 7, 7, 0.7))
```",,,parse_error
code_gen_0413,generalization_group_paraphrase,gen_group_abs_high_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，最高价行业内标准化偏离的绝对值用于测试行业异常程度。这个想法需要转换为函数式 DSL。,"absolute(div(sub(high, group_mean(high, industry)), group_std(high, industry)))","```dsl_fire
result = absolute(div(sub(high, group_mean(high, industry)), group_std(high, industry)))
```","</think>


```dsl_fire
result = div(sub(recipipipipipipipip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry))
```",,,format_error
code_gen_0384,generalization_time_series_paraphrase,gen_argmax_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，成交量加权平均价在 66 日窗口内高点越靠近当前，信号越新。最终只需要一个可执行表达式。,"neg(ts_argmax(vwap, 66))","```dsl_fire
result = neg(ts_argmax(vwap, 66))
```","```dsl_fire
result = div(sub(vwap, ts_min(low, 20)), sub(ts_max(high, 20), ts_min(low, 20)))
```",,,semantic_mismatch
code_gen_0092,generalization_regression,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 55 日滚动相关衡量换手代理和日收益同步性。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 55)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 55)
```","</think>




</think>




</think>


```",,,format_error
code_gen_0160,generalization_conditional,gen_conditional_xs_open_19,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有开盘价横截面标准化值为正时，才保留 19 日动量。,"where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 19), 0.0)","```dsl_fire
result = where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 19), 0.0)
```","```dsl_fire
result = where(gt(open, xs_mean(open)), xs_std(open))
```",,,execution_error
code_gen_0415,generalization_conditional_paraphrase,gen_mask_group_high_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：只有最高价不低于行业均值时，才保留行业标准化信号。请保持字段和算子命名规范。,"mask(div(sub(high, group_mean(high, industry)), group_std(high, industry)), ge(high, group_mean(high, industry)), 0.0)","```dsl_fire
result = mask(div(sub(high, group_mean(high, industry)), group_std(high, industry)), ge(high, group_mean(high, industry)), 0.0)
```","```dsl_fire
result = where(gt(recip(cip(close, 60)), xs_mean(recip(pb))), neg(log(market_cap, 60)), 0.0)
```",,,execution_error
code_gen_0402,generalization_conditional_paraphrase,gen_conditional_xs_open_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有开盘价横截面标准化值为正时，才保留 47 日动量。不要使用解释文字。,"where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(open, xs_mean(open)), div(sub(open, xs_mean(open)), xs_std(open)), 4.0)
```",,,semantic_mismatch
