case_id,family,idea,dsl,source,operators
op_case_0236,v21_size_flow_small_size_rank_like_volume_attention,同时考虑小市值的横截面标准化暴露和成交量异常放大，构造规模交易活跃度组合。,"add(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20)))",fundamental_v21,"add,neg,div,div,sub,ts_std,sub,xs_std,ts_mean,log,xs_mean,log,log"
op_case_0237,v21_logic_size_flow_small_size_rank_like_volume_attention,当小市值的横截面标准化暴露或成交量异常放大至少一个高于市场均值时，保留组合信号。,"where(logical_or(gt(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), xs_mean(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))))), gt(div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20)), xs_mean(div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20))))), add(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20))), 0.0)",conditional_v21,"where,logical_or,add,gt,gt,neg,div,neg,xs_mean,div,xs_mean,div,sub,ts_std,div,neg,sub,ts_std,div,sub,xs_std,ts_mean,sub,xs_std,div,ts_mean,sub,ts_std,log,xs_mean,log,log,xs_mean,log,sub,xs_std,ts_mean,log,log,log,xs_mean,log,log"
op_case_0238,v21_size_flow_small_size_rank_like_turnover_proxy,同时考虑小市值的横截面标准化暴露和成交量相对市值的换手代理，构造规模交易活跃度组合。,"add(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), div(volume, market_cap))",fundamental_v21,"add,neg,div,div,sub,xs_std,log,xs_mean,log,log"
op_case_0239,v21_logic_size_flow_small_size_rank_like_turnover_proxy,当小市值的横截面标准化暴露或成交量相对市值的换手代理至少一个高于市场均值时，保留组合信号。,"where(logical_or(gt(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), xs_mean(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))))), gt(div(volume, market_cap), xs_mean(div(volume, market_cap)))), add(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), div(volume, market_cap)), 0.0)",conditional_v21,"where,logical_or,add,gt,gt,neg,div,neg,xs_mean,div,xs_mean,div,div,neg,div,sub,xs_std,sub,xs_std,div,log,xs_mean,log,log,xs_mean,log,sub,xs_std,log,log,log,xs_mean,log,log"
op_case_0240,v21_size_flow_small_size_rank_like_vwap_deviation,同时考虑小市值的横截面标准化暴露和收盘价相对 VWAP 偏离，构造规模交易活跃度组合。,"add(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), div(sub(close, vwap), vwap))",fundamental_v21,"add,neg,div,div,sub,sub,xs_std,log,xs_mean,log,log"
op_case_0241,v21_logic_size_flow_small_size_rank_like_vwap_deviation,当小市值的横截面标准化暴露或收盘价相对 VWAP 偏离至少一个高于市场均值时，保留组合信号。,"where(logical_or(gt(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), xs_mean(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))))), gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap)))), add(neg(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))), div(sub(close, vwap), vwap)), 0.0)",conditional_v21,"where,logical_or,add,gt,gt,neg,div,neg,xs_mean,div,xs_mean,div,sub,div,neg,sub,div,sub,xs_std,sub,xs_std,div,sub,log,xs_mean,log,log,xs_mean,log,sub,xs_std,log,log,log,xs_mean,log,log"
op_case_0242,v21_xs_quantile_gap_market_cap_30,总市值相对横截面 0.3 分位数的偏离刻画相对位置。,"sub(market_cap, xs_quantile(market_cap, 0.3))",cross_section_v21,"sub,xs_quantile"
op_case_0243,v21_xs_quantile_gap_market_cap_70,总市值相对横截面 0.7 分位数的偏离刻画相对位置。,"sub(market_cap, xs_quantile(market_cap, 0.7))",cross_section_v21,"sub,xs_quantile"
op_case_0244,v21_xs_corr_market_cap_volume,在横截面上计算 market_cap 和 volume 的相关性，用于描述风格联动。,"xs_corr(market_cap, volume)",cross_section_v21,xs_corr
op_case_0245,v21_xs_corr_market_cap_vwap,在横截面上计算 market_cap 和 vwap 的相关性，用于描述风格联动。,"xs_corr(market_cap, vwap)",cross_section_v21,xs_corr
op_case_0246,v21_xs_corr_log_market_cap_pct_change_close_20,"在横截面上计算 log(market_cap) 和 pct_change(close, 20) 的相关性，用于描述风格联动。","xs_corr(log(market_cap), pct_change(close, 20))",cross_section_v21,"xs_corr,log,pct_change"
op_case_0247,v21_logic_and_small_liquid_size,当小市值暴露高于市场均值且流动性高于市场均值时保留小市值信号。,"where(logical_and(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), gt(log1p(ts_mean(volume, 20)), xs_mean(log1p(ts_mean(volume, 20))))), neg(log(market_cap)), 0.0)",conditional_v21,"where,logical_and,neg,gt,gt,log,neg,xs_mean,log1p,xs_mean,log,neg,ts_mean,log1p,log,ts_mean"
op_case_0248,v21_logic_or_small_liquid_size,当小市值暴露高于市场均值或流动性高于市场均值成立时保留小市值信号。,"where(logical_or(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), gt(log1p(ts_mean(volume, 20)), xs_mean(log1p(ts_mean(volume, 20))))), neg(log(market_cap)), 0.0)",conditional_v21,"where,logical_or,neg,gt,gt,log,neg,xs_mean,log1p,xs_mean,log,neg,ts_mean,log1p,log,ts_mean"
op_case_0249,v21_logic_xor_small_liquid_size,当小市值暴露高于市场均值和流动性高于市场均值只有一个成立时保留小市值信号。,"where(logical_xor(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), gt(log1p(ts_mean(volume, 20)), xs_mean(log1p(ts_mean(volume, 20))))), neg(log(market_cap)), 0.0)",conditional_v21,"where,logical_xor,neg,gt,gt,log,neg,xs_mean,log1p,xs_mean,log,neg,ts_mean,log1p,log,ts_mean"
op_case_0250,v21_logic_not_small_size,当不是小市值暴露高于市场均值时使用反向小市值信号。,"where(logical_not(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), neg(neg(log(market_cap))), 0.0)",conditional_v21,"where,logical_not,neg,gt,neg,neg,xs_mean,log,log,neg,log"
op_case_0251,v21_logic_not_low_risk_size,当不是20 日波动不高于市场均值时使用反向小市值信号。,"where(logical_not(le(ts_std(pct_change(close, 1), 20), xs_mean(ts_std(pct_change(close, 1), 20)))), neg(neg(log(market_cap))), 0.0)",conditional_v21,"where,logical_not,neg,le,neg,ts_std,xs_mean,log,pct_change,ts_std,pct_change"
op_case_0252,v21_ts_reg_res_pct_change_close_20_log_market_cap_15,"用 15 日滚动回归得到 pct_change(close, 20) 相对 log(market_cap) 解释后的残差信号。","ts_reg_res(pct_change(close, 20), log(market_cap), 15)",regression_v21,"ts_reg_res,pct_change,log"
op_case_0253,v21_ts_corr_pct_change_close_20_log_market_cap_15,"用 15 日滚动相关衡量 pct_change(close, 20) 和 log(market_cap) 的同步性。","ts_corr(pct_change(close, 20), log(market_cap), 15)",regression_v21,"ts_corr,pct_change,log"
op_case_0254,v21_ts_reg_res_pct_change_close_20_log_market_cap_20,"用 20 日滚动回归得到 pct_change(close, 20) 相对 log(market_cap) 解释后的残差信号。","ts_reg_res(pct_change(close, 20), log(market_cap), 20)",regression_v21,"ts_reg_res,pct_change,log"
op_case_0255,v21_ts_corr_pct_change_close_20_log_market_cap_20,"用 20 日滚动相关衡量 pct_change(close, 20) 和 log(market_cap) 的同步性。","ts_corr(pct_change(close, 20), log(market_cap), 20)",regression_v21,"ts_corr,pct_change,log"
op_case_0256,v21_ts_reg_res_pct_change_close_20_log_market_cap_30,"用 30 日滚动回归得到 pct_change(close, 20) 相对 log(market_cap) 解释后的残差信号。","ts_reg_res(pct_change(close, 20), log(market_cap), 30)",regression_v21,"ts_reg_res,pct_change,log"
op_case_0257,v21_ts_corr_pct_change_close_20_log_market_cap_30,"用 30 日滚动相关衡量 pct_change(close, 20) 和 log(market_cap) 的同步性。","ts_corr(pct_change(close, 20), log(market_cap), 30)",regression_v21,"ts_corr,pct_change,log"
op_case_0258,v21_ts_reg_res_pct_change_close_20_log_market_cap_45,"用 45 日滚动回归得到 pct_change(close, 20) 相对 log(market_cap) 解释后的残差信号。","ts_reg_res(pct_change(close, 20), log(market_cap), 45)",regression_v21,"ts_reg_res,pct_change,log"
op_case_0259,v21_ts_corr_pct_change_close_20_log_market_cap_45,"用 45 日滚动相关衡量 pct_change(close, 20) 和 log(market_cap) 的同步性。","ts_corr(pct_change(close, 20), log(market_cap), 45)",regression_v21,"ts_corr,pct_change,log"
op_case_0260,v21_ts_reg_res_pct_change_close_20_log_market_cap_60,"用 60 日滚动回归得到 pct_change(close, 20) 相对 log(market_cap) 解释后的残差信号。","ts_reg_res(pct_change(close, 20), log(market_cap), 60)",regression_v21,"ts_reg_res,pct_change,log"
op_case_0261,v21_ts_corr_pct_change_close_20_log_market_cap_60,"用 60 日滚动相关衡量 pct_change(close, 20) 和 log(market_cap) 的同步性。","ts_corr(pct_change(close, 20), log(market_cap), 60)",regression_v21,"ts_corr,pct_change,log"
op_case_0262,v21_ts_reg_res_pct_change_close_20_log_market_cap_90,"用 90 日滚动回归得到 pct_change(close, 20) 相对 log(market_cap) 解释后的残差信号。","ts_reg_res(pct_change(close, 20), log(market_cap), 90)",regression_v21,"ts_reg_res,pct_change,log"
op_case_0263,v21_ts_corr_pct_change_close_20_log_market_cap_90,"用 90 日滚动相关衡量 pct_change(close, 20) 和 log(market_cap) 的同步性。","ts_corr(pct_change(close, 20), log(market_cap), 90)",regression_v21,"ts_corr,pct_change,log"
op_case_0264,v21_ts_reg_res_log1p_volume_log_market_cap_15,用 15 日滚动回归得到 log1p(volume) 相对 log(market_cap) 解释后的残差信号。,"ts_reg_res(log1p(volume), log(market_cap), 15)",regression_v21,"ts_reg_res,log1p,log"
op_case_0265,v21_ts_corr_log1p_volume_log_market_cap_15,用 15 日滚动相关衡量 log1p(volume) 和 log(market_cap) 的同步性。,"ts_corr(log1p(volume), log(market_cap), 15)",regression_v21,"ts_corr,log1p,log"
op_case_0266,v21_ts_reg_res_log1p_volume_log_market_cap_20,用 20 日滚动回归得到 log1p(volume) 相对 log(market_cap) 解释后的残差信号。,"ts_reg_res(log1p(volume), log(market_cap), 20)",regression_v21,"ts_reg_res,log1p,log"
op_case_0267,v21_ts_corr_log1p_volume_log_market_cap_20,用 20 日滚动相关衡量 log1p(volume) 和 log(market_cap) 的同步性。,"ts_corr(log1p(volume), log(market_cap), 20)",regression_v21,"ts_corr,log1p,log"
op_case_0268,v21_ts_reg_res_log1p_volume_log_market_cap_30,用 30 日滚动回归得到 log1p(volume) 相对 log(market_cap) 解释后的残差信号。,"ts_reg_res(log1p(volume), log(market_cap), 30)",regression_v21,"ts_reg_res,log1p,log"
op_case_0269,v21_ts_corr_log1p_volume_log_market_cap_30,用 30 日滚动相关衡量 log1p(volume) 和 log(market_cap) 的同步性。,"ts_corr(log1p(volume), log(market_cap), 30)",regression_v21,"ts_corr,log1p,log"
op_case_0270,v21_ts_reg_res_log1p_volume_log_market_cap_45,用 45 日滚动回归得到 log1p(volume) 相对 log(market_cap) 解释后的残差信号。,"ts_reg_res(log1p(volume), log(market_cap), 45)",regression_v21,"ts_reg_res,log1p,log"
op_case_0271,v21_ts_corr_log1p_volume_log_market_cap_45,用 45 日滚动相关衡量 log1p(volume) 和 log(market_cap) 的同步性。,"ts_corr(log1p(volume), log(market_cap), 45)",regression_v21,"ts_corr,log1p,log"
op_case_0272,v21_ts_reg_res_log1p_volume_log_market_cap_60,用 60 日滚动回归得到 log1p(volume) 相对 log(market_cap) 解释后的残差信号。,"ts_reg_res(log1p(volume), log(market_cap), 60)",regression_v21,"ts_reg_res,log1p,log"
op_case_0273,v21_ts_corr_log1p_volume_log_market_cap_60,用 60 日滚动相关衡量 log1p(volume) 和 log(market_cap) 的同步性。,"ts_corr(log1p(volume), log(market_cap), 60)",regression_v21,"ts_corr,log1p,log"
op_case_0274,v21_ts_reg_res_log1p_volume_log_market_cap_90,用 90 日滚动回归得到 log1p(volume) 相对 log(market_cap) 解释后的残差信号。,"ts_reg_res(log1p(volume), log(market_cap), 90)",regression_v21,"ts_reg_res,log1p,log"
op_case_0275,v21_ts_corr_log1p_volume_log_market_cap_90,用 90 日滚动相关衡量 log1p(volume) 和 log(market_cap) 的同步性。,"ts_corr(log1p(volume), log(market_cap), 90)",regression_v21,"ts_corr,log1p,log"
op_case_0276,v21_ts_reg_res_div_volume_market_cap_pct_change_close_5_15,"用 15 日滚动回归得到 div(volume, market_cap) 相对 pct_change(close, 5) 解释后的残差信号。","ts_reg_res(div(volume, market_cap), pct_change(close, 5), 15)",regression_v21,"ts_reg_res,div,pct_change"
op_case_0277,v21_ts_corr_div_volume_market_cap_pct_change_close_5_15,"用 15 日滚动相关衡量 div(volume, market_cap) 和 pct_change(close, 5) 的同步性。","ts_corr(div(volume, market_cap), pct_change(close, 5), 15)",regression_v21,"ts_corr,div,pct_change"
op_case_0278,v21_ts_reg_res_div_volume_market_cap_pct_change_close_5_20,"用 20 日滚动回归得到 div(volume, market_cap) 相对 pct_change(close, 5) 解释后的残差信号。","ts_reg_res(div(volume, market_cap), pct_change(close, 5), 20)",regression_v21,"ts_reg_res,div,pct_change"
op_case_0279,v21_ts_corr_div_volume_market_cap_pct_change_close_5_20,"用 20 日滚动相关衡量 div(volume, market_cap) 和 pct_change(close, 5) 的同步性。","ts_corr(div(volume, market_cap), pct_change(close, 5), 20)",regression_v21,"ts_corr,div,pct_change"
op_case_0280,v21_ts_reg_res_div_volume_market_cap_pct_change_close_5_30,"用 30 日滚动回归得到 div(volume, market_cap) 相对 pct_change(close, 5) 解释后的残差信号。","ts_reg_res(div(volume, market_cap), pct_change(close, 5), 30)",regression_v21,"ts_reg_res,div,pct_change"
op_case_0281,v21_ts_corr_div_volume_market_cap_pct_change_close_5_30,"用 30 日滚动相关衡量 div(volume, market_cap) 和 pct_change(close, 5) 的同步性。","ts_corr(div(volume, market_cap), pct_change(close, 5), 30)",regression_v21,"ts_corr,div,pct_change"
op_case_0282,v21_ts_reg_res_div_volume_market_cap_pct_change_close_5_45,"用 45 日滚动回归得到 div(volume, market_cap) 相对 pct_change(close, 5) 解释后的残差信号。","ts_reg_res(div(volume, market_cap), pct_change(close, 5), 45)",regression_v21,"ts_reg_res,div,pct_change"
op_case_0283,v21_ts_corr_div_volume_market_cap_pct_change_close_5_45,"用 45 日滚动相关衡量 div(volume, market_cap) 和 pct_change(close, 5) 的同步性。","ts_corr(div(volume, market_cap), pct_change(close, 5), 45)",regression_v21,"ts_corr,div,pct_change"
op_case_0284,v21_ts_reg_res_div_volume_market_cap_pct_change_close_5_60,"用 60 日滚动回归得到 div(volume, market_cap) 相对 pct_change(close, 5) 解释后的残差信号。","ts_reg_res(div(volume, market_cap), pct_change(close, 5), 60)",regression_v21,"ts_reg_res,div,pct_change"
op_case_0285,v21_ts_corr_div_volume_market_cap_pct_change_close_5_60,"用 60 日滚动相关衡量 div(volume, market_cap) 和 pct_change(close, 5) 的同步性。","ts_corr(div(volume, market_cap), pct_change(close, 5), 60)",regression_v21,"ts_corr,div,pct_change"
op_case_0286,v21_ts_reg_res_div_volume_market_cap_pct_change_close_5_90,"用 90 日滚动回归得到 div(volume, market_cap) 相对 pct_change(close, 5) 解释后的残差信号。","ts_reg_res(div(volume, market_cap), pct_change(close, 5), 90)",regression_v21,"ts_reg_res,div,pct_change"
op_case_0287,v21_ts_corr_div_volume_market_cap_pct_change_close_5_90,"用 90 日滚动相关衡量 div(volume, market_cap) 和 pct_change(close, 5) 的同步性。","ts_corr(div(volume, market_cap), pct_change(close, 5), 90)",regression_v21,"ts_corr,div,pct_change"
op_case_0288,v21_group_mean_gap_extra_close,收盘价高于行业均值越多，行业内相对水平越高。,"sub(close, group_mean(close, industry))",group_v21,"sub,group_mean"
op_case_0289,group_zscore_close,在行业内对收盘价做标准化，得到行业中性暴露。,"div(sub(close, group_mean(close, industry)), group_std(close, industry))",group,"div,sub,group_std,group_mean"
op_case_0290,group_relative_close,收盘价相对行业均值的比例越高，行业内相对强度越高。,"div(close, group_mean(close, industry))",group,"div,group_mean"
op_case_0291,v21_group_mean_gap_extra_volume,成交量高于行业均值越多，行业内相对水平越高。,"sub(volume, group_mean(volume, industry))",group_v21,"sub,group_mean"
op_case_0292,group_zscore_volume,在行业内对成交量做标准化，得到行业中性暴露。,"div(sub(volume, group_mean(volume, industry)), group_std(volume, industry))",group,"div,sub,group_std,group_mean"
op_case_0293,group_relative_volume,成交量相对行业均值的比例越高，行业内相对强度越高。,"div(volume, group_mean(volume, industry))",group,"div,group_mean"
op_case_0294,v21_group_liquidity,在行业内对20 日流动性做标准化，得到行业中性交易信号。,"div(sub(log1p(ts_mean(volume, 20)), group_mean(log1p(ts_mean(volume, 20)), industry)), group_std(log1p(ts_mean(volume, 20)), industry))",group_v21,"div,sub,group_std,log1p,group_mean,log1p,ts_mean,log1p,ts_mean,ts_mean"
op_case_0295,v21_group_volume_attention,在行业内对成交量异常放大做标准化，得到行业中性交易信号。,"div(sub(div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20)), group_mean(div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20)), industry)), group_std(div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20)), industry))",group_v21,"div,sub,group_std,div,group_mean,div,sub,ts_std,div,sub,ts_std,ts_mean,sub,ts_std,ts_mean,ts_mean"
